4.427257925271987915e-02,-5.995558947324752808e-02,2.408601790666580200e-01,6.352941393852233887e-01,4.509804248809814453e-01,2.627451121807098389e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
6.339193880558013916e-02,4.602811112999916077e-02,2.284924089908599854e-01,6.117647290229797363e-01,4.156863093376159668e-01,2.313725650310516357e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-1.006212644279003143e-02,-5.617859214544296265e-02,3.980971574783325195e-01,6.666666865348815918e-01,5.058823823928833008e-01,3.058823645114898682e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
2.047597244381904602e-02,3.649496659636497498e-02,2.272679060697555542e-01,6.392157077789306641e-01,4.588235616683959961e-01,2.666666805744171143e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-5.628588795661926270e-02,6.284990906715393066e-02,3.315145671367645264e-01,6.156862974166870117e-01,4.313725829124450684e-01,2.313725650310516357e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-4.337034001946449280e-02,5.346121266484260559e-02,3.398925662040710449e-01,6.784313917160034180e-01,5.215686559677124023e-01,3.215686380863189697e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-3.451074659824371338e-02,4.592797718942165375e-03,3.338064849376678467e-01,6.823529601097106934e-01,5.333333611488342285e-01,3.254902064800262451e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-5.353051796555519104e-02,-5.698511376976966858e-02,3.618732988834381104e-01,6.745098233222961426e-01,5.137255191802978516e-01,3.137255012989044189e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
6.219733506441116333e-02,2.757083997130393982e-02,3.515523672103881836e-01,6.000000238418579102e-01,4.117647409439086914e-01,2.274509966373443604e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
-4.439886286854743958e-02,5.784342810511589050e-02,3.351643681526184082e-01,6.862745285034179688e-01,5.372549295425415039e-01,3.372549116611480713e-01,1.000000000000000000e+00,2.705882489681243896e-01,3.921568989753723145e-01
